item_id,pedido_id,produto_id,quantidade,preco_unitario,desconto
3814,1523,39,2,166.14,0.15
3815,1523,55,1,553.89,
3816,1523,44,4,728.18,0.05
3817,1524,32,1,396.99,0.15
3818,1524,24,5,239.88,0.15
3819,1525,44,1,789.89,0.1
3820,1526,8,5,179.82,0.0
3821,1527,22,5,566.52,0.05
3822,1528,1,4,718.97,
3823,1529,30,4,92.95,0.15
3824,1529,9,2,29.97,0.05
3825,1529,43,3,243.51,0.15
3826,1529,60,2,381.51,0.05
3827,1530,11,5,154.24,
3828,1530,10,1,637.86,0.0
3829,1531,39,3,148.65,0.0
3830,1532,30,5,94.26,0.15
3831,1532,11,3,140.37,0.2
3832,1533,33,3,642.98,0.05
3833,1533,47,3,392.08,0.1
3834,1533,37,4,65.62,
3835,1533,51,3,175.76,0.0
3836,1534,47,4,354.21,0.1
3837,1534,6,5,472.45,0.05
3838,1534,47,2,396.7,0.1
3839,1534,45,3,401.13,0.0
3840,1535,25,3,342.14,0.1
3841,1535,23,1,503.86,
3842,1535,51,3,190.49,0.05
3843,1535,46,4,555.81,0.1
3844,1536,4,1,626.94,0.1
3845,1536,57,5,252.59,0.2
3846,1536,22,4,521.36,0.05
3847,1537,47,3,351.41,
3848,1537,25,4,335.04,
3849,1538,7,3,215.75,0.05
3850,1538,9,5,30.71,
3851,1539,22,5,522.53,0.0
3852,1540,6,4,526.1,0.0
3853,1540,37,5,65.26,0.05
3854,1540,18,4,643.31,0.2
3855,1540,25,1,359.33,0.15
3856,1541,2,3,41.53,
3857,1541,44,3,756.94,0.05
3858,1541,42,1,445.77,0.2
3859,1542,38,4,203.6,0.15
3860,1542,57,5,257.43,0.0
3861,1542,19,4,367.95,0.2
3862,1542,16,2,441.12,0.1
3863,1543,25,2,365.51,0.05
3864,1543,4,4,655.54,
3865,1543,45,3,364.05,0.15
3866,1544,31,5,188.42,
3867,1544,23,1,549.82,0.05
3868,1544,38,2,197.08,0.0
3869,1545,42,1,457.71,0.05
3870,1545,33,4,701.88,0.1
3871,1545,21,3,668.1,0.2
3872,1545,28,4,280.91,0.0
3873,1546,58,1,112.98,0.05
3874,1546,9,5,28.87,0.2
3875,1546,25,5,376.8,0.1
3876,1546,50,4,343.88,0.0
3877,1547,19,5,393.53,0.05
3878,1548,54,2,283.42,
3879,1549,58,4,107.94,
3880,1549,1,5,659.55,0.05
3881,1549,56,1,349.36,0.0
3882,1549,60,2,361.34,0.2
3883,1550,6,3,525.83,0.2
3884,1551,12,3,121.34,0.2
3885,1551,44,5,719.86,0.15
3886,1551,5,3,683.48,0.2
3887,1552,59,3,674.03,0.2
3888,1552,7,2,216.42,0.05
3889,1553,53,5,302.4,0.1
3890,1553,8,5,187.05,0.1
3891,1554,26,3,777.92,0.1
3892,1555,56,1,387.55,0.0
3893,1555,46,1,581.72,0.0
3894,1555,8,1,201.49,0.15
3895,1555,34,4,761.24,0.1
3896,1556,11,1,139.83,
3897,1556,39,3,148.81,0.05
3898,1557,60,2,358.88,
3899,1557,46,2,569.8,0.0
3900,1557,18,1,602.74,0.2
3901,1558,33,1,620.62,0.0
3902,1558,33,5,663.43,0.1
3903,1559,8,2,198.12,0.0
3904,1559,4,2,635.0,0.2
3905,1559,35,2,467.68,0.0
3906,1559,60,3,341.55,0.05
3907,1560,46,2,623.79,
3908,1560,10,1,670.24,0.1
3909,1561,41,2,41.2,0.05
3910,1561,46,3,540.05,0.2
3911,1562,43,2,222.04,0.15
3912,1562,44,5,690.52,
3913,1562,25,1,334.48,0.2
3914,1562,42,1,446.9,
3915,1563,50,4,323.98,0.2
3916,1563,29,5,212.87,0.1
3917,1564,29,3,231.15,0.15
3918,1564,50,3,373.7,0.15
3919,1564,4,2,598.81,0.0
3920,1564,28,3,286.52,0.0
3921,1565,53,2,301.35,0.05
3922,1566,39,2,167.37,
3923,1566,30,3,91.2,0.2
3924,1567,41,4,43.15,0.1
3925,1567,9,1,29.86,0.15
3926,1568,33,4,648.9,0.0
3927,1568,38,3,200.86,0.05
3928,1568,2,2,46.93,0.15
3929,1568,47,2,365.07,0.15
3930,1569,4,1,638.76,0.2
3931,1569,24,1,270.67,
3932,1569,57,1,249.69,0.1
3933,1569,7,4,193.54,0.2
3934,1570,58,1,109.28,
3935,1570,4,4,598.11,0.1
3936,1570,5,3,743.43,0.05
3937,1571,8,2,179.57,0.05
3938,1571,45,2,363.52,0.1
3939,1571,59,1,701.86,0.05
3940,1571,28,5,285.79,0.05
3941,1572,60,1,348.19,
3942,1572,48,2,486.5,0.0
3943,1572,58,1,107.81,0.15
3944,1573,45,3,360.97,0.2
3945,1573,23,3,542.66,0.2
3946,1574,46,2,587.17,0.05
3947,1574,41,5,43.7,
3948,1575,39,2,151.97,0.0
3949,1576,11,5,155.87,0.0
3950,1576,17,3,151.54,0.1
3951,1576,4,3,645.09,
3952,1576,54,1,255.48,0.15
3953,1577,7,2,195.19,0.1
3954,1577,3,3,558.78,0.1
3955,1577,34,2,712.58,0.15
3956,1578,47,2,385.22,0.0
3957,1579,51,4,189.22,0.05
3958,1580,5,1,657.35,0.15
3959,1580,29,2,214.87,0.0
3960,1580,36,2,610.54,0.1
3961,1581,59,5,721.1,0.1
3962,1581,23,2,514.5,0.15
3963,1581,54,4,261.1,0.05
3964,1582,48,1,471.42,0.15
3965,1582,36,4,648.06,0.15
3966,1582,48,5,532.22,0.1
3967,1583,9,4,29.53,0.05
3968,1584,13,1,22.83,0.15
3969,1584,2,4,47.14,0.15
3970,1584,19,2,370.62,0.1
3971,1585,50,1,342.17,0.0
3972,1586,2,3,40.59,
3973,1586,29,1,233.24,0.0
3974,1587,52,2,63.57,0.15
3975,1587,29,2,203.62,0.0
3976,1587,4,3,612.98,0.0
3977,1587,28,3,267.11,
3978,1588,36,3,581.09,0.0
3979,1589,40,3,634.23,0.2
3980,1590,13,3,21.66,0.05
3981,1590,17,2,162.99,0.1
3982,1590,34,3,746.53,
3983,1590,11,5,142.33,0.1
3984,1591,26,5,740.1,0.2
3985,1591,51,4,188.73,0.15
3986,1591,45,2,379.02,0.2
3987,1591,13,2,20.42,0.1
3988,1592,25,1,379.48,
3989,1592,47,3,352.47,0.05
3990,1592,44,2,803.09,0.15
3991,1593,47,4,358.43,0.1
3992,1593,2,5,40.8,0.2
3993,1593,58,3,105.34,0.0
3994,1593,17,1,163.78,
3995,1594,44,3,755.64,0.0
3996,1594,38,1,210.44,0.05
3997,1595,25,3,356.68,0.05
3998,1595,44,5,767.55,0.15
3999,1595,3,4,546.53,0.0
4000,1596,37,2,64.09,
4001,1596,9,5,30.81,0.15
4002,1596,41,1,42.23,
4003,1597,13,1,22.99,0.1
4004,1598,23,2,528.59,0.15
4005,1598,4,3,679.01,0.05
4006,1598,25,3,371.01,
4007,1598,58,2,115.09,0.15
4008,1599,16,4,447.61,0.15
4009,1599,16,2,462.3,
4010,1599,30,3,93.69,
4011,1600,49,3,314.56,0.15
4012,1600,38,2,219.32,
4013,1600,25,4,380.03,0.0
4014,1600,30,5,98.6,0.0
4015,1601,32,2,459.81,0.05
4016,1602,4,1,614.01,0.2
4017,1602,17,5,159.57,0.05
4018,1602,25,5,368.72,0.15
4019,1602,20,3,535.89,0.0
4020,1603,21,2,652.9,0.1
4021,1603,41,1,39.96,0.0
4022,1603,3,3,583.28,
4023,1603,55,4,518.61,0.2
4024,1604,34,2,719.18,0.15
4025,1604,26,3,752.82,0.1
4026,1604,17,5,146.49,0.15
4027,1604,41,5,40.45,0.05
4028,1605,17,3,149.14,
4029,1606,34,3,729.24,0.0
4030,1607,16,2,471.47,
4031,1608,25,3,363.47,0.2
4032,1609,17,2,144.22,
4033,1609,49,3,279.13,
4034,1609,13,3,22.06,0.05
4035,1610,24,1,251.44,0.0
4036,1610,2,3,44.6,0.2
4037,1610,23,2,539.67,0.05
4038,1611,48,2,479.7,0.2
4039,1612,21,1,691.93,
4040,1613,40,2,687.93,0.05
4041,1613,36,2,601.25,
4042,1613,27,1,704.21,0.2
4043,1614,49,2,281.11,
4044,1614,26,1,742.43,0.05
4045,1615,28,4,285.77,0.05
4046,1616,1,3,712.41,0.05
4047,1616,46,4,544.66,0.2
4048,1616,17,3,141.69,0.1
4049,1616,56,2,367.33,0.0
4050,1617,19,3,391.48,0.0
4051,1617,28,5,298.93,
4052,1618,24,4,273.89,0.15
4053,1618,42,3,489.64,
4054,1618,17,3,154.54,0.1
4055,1619,60,3,351.02,0.15
4056,1620,51,4,187.49,0.15
4057,1620,39,5,149.88,
4058,1621,38,5,204.16,0.2
4059,1621,22,1,568.85,0.15
4060,1622,12,3,122.84,0.2
4061,1623,31,5,197.73,0.05
4062,1623,30,1,91.51,
4063,1624,6,4,541.58,0.2
4064,1625,15,2,154.58,0.2
4065,1625,60,4,394.06,0.05
4066,1625,27,4,747.04,0.05
4067,1625,27,3,669.19,
4068,1626,49,3,302.42,0.05
4069,1626,13,4,22.49,0.1
4070,1626,51,5,177.27,0.05
4071,1627,39,2,163.56,0.0
4072,1627,11,4,142.87,0.15
4073,1628,17,5,160.49,
4074,1628,15,1,159.03,0.1
4075,1629,45,4,346.07,
4076,1629,21,4,678.67,0.0
4077,1630,46,3,571.6,0.05
4078,1630,38,1,198.3,0.15
4079,1630,32,4,450.46,0.15
4080,1631,26,3,781.09,0.1
4081,1631,15,2,168.07,0.1
4082,1631,10,3,668.01,
4083,1632,58,4,107.48,0.0
4084,1632,16,3,464.87,0.1
4085,1632,31,2,179.57,0.15
4086,1632,14,4,278.44,0.15
4087,1633,40,3,718.3,0.2
4088,1634,9,4,28.1,0.15
4089,1634,34,5,803.59,0.1
4090,1635,26,4,749.51,0.0
4091,1636,28,3,279.6,0.2
4092,1637,12,2,132.36,
4093,1637,39,5,171.32,0.2
4094,1637,53,4,297.38,0.05
4095,1637,15,2,157.78,0.1
4096,1638,25,3,349.59,0.1
4097,1638,9,4,28.76,0.1
4098,1638,46,3,579.81,0.1
4099,1638,11,5,154.22,0.0
4100,1639,27,3,679.22,0.05
4101,1640,23,1,481.16,0.2
4102,1641,13,2,20.73,0.05
4103,1642,6,2,478.6,0.1
4104,1642,15,1,147.19,0.0
4105,1642,17,3,141.23,0.2
4106,1642,16,4,437.26,0.1
4107,1643,34,1,735.89,0.1
4108,1644,36,2,598.17,0.2
4109,1644,51,4,182.69,0.0
4110,1644,14,3,272.87,0.2
4111,1645,55,1,525.82,0.0
4112,1645,27,3,676.56,0.15
4113,1645,12,2,116.66,0.15
4114,1645,45,5,374.45,0.15
4115,1646,44,1,734.88,0.2
4116,1646,55,2,507.1,0.1
4117,1646,60,2,382.39,0.1
4118,1646,13,4,21.08,
4119,1647,21,5,638.93,
4120,1648,5,1,729.02,0.15
4121,1649,23,1,541.48,
4122,1649,34,1,822.49,0.05
4123,1649,18,1,586.99,0.0
4124,1649,15,2,166.96,
4125,1650,34,1,809.99,0.0
4126,1650,5,2,730.36,0.2
4127,1650,60,3,394.85,0.15
4128,1650,15,4,155.35,0.05
4129,1651,33,4,628.73,0.05
4130,1652,4,5,683.11,0.05
4131,1653,8,2,198.61,0.2
4132,1653,14,4,264.0,0.15
4133,1653,4,3,619.59,
4134,1654,58,2,117.59,0.1
4135,1654,28,2,284.04,0.05
4136,1654,7,1,200.2,
4137,1654,8,5,206.31,0.15
4138,1655,49,2,292.11,0.1
4139,1655,5,5,655.53,0.0
4140,1655,53,1,291.23,0.2
4141,1655,15,5,153.75,0.0
4142,1656,41,5,43.46,
4143,1656,46,4,616.82,0.0
4144,1656,29,1,202.52,0.1
4145,1657,29,2,226.6,0.1
4146,1657,31,1,194.9,0.1
4147,1657,20,1,574.55,0.1
4148,1658,34,4,712.46,
4149,1658,43,2,249.44,0.15
4150,1659,4,5,618.38,0.1
4151,1659,6,1,524.55,0.1
4152,1659,35,2,507.61,0.1
4153,1660,45,1,397.6,0.1
4154,1660,16,1,481.43,0.1
4155,1661,7,4,207.67,0.05
4156,1661,40,3,690.7,0.2
4157,1662,33,2,655.47,0.15
4158,1662,32,2,432.71,0.1
4159,1662,25,3,332.39,0.05
4160,1663,22,4,548.02,0.15
4161,1663,23,3,508.47,0.15
4162,1663,24,4,278.28,0.1
4163,1663,9,3,28.4,0.0
4164,1664,58,5,116.99,0.15
4165,1664,21,2,669.77,0.05
4166,1664,12,3,117.67,0.1
4167,1664,28,1,306.64,
4168,1665,32,5,411.13,0.0
4169,1665,35,4,500.35,0.0
4170,1665,24,1,269.36,0.0
4171,1666,43,2,221.06,
4172,1667,23,3,547.7,0.05
4173,1667,35,5,514.1,0.2
4174,1668,32,5,439.52,0.1
4175,1668,38,2,212.38,0.0
4176,1668,16,4,460.33,
4177,1669,19,1,410.7,0.15
4178,1669,31,2,186.68,
4179,1669,58,1,120.82,0.1
4180,1669,21,4,650.17,0.15
4181,1670,56,3,391.71,
4182,1670,56,1,394.73,0.15
4183,1670,21,5,732.08,
4184,1670,21,3,721.96,0.0
4185,1671,34,1,827.36,0.0
4186,1671,54,5,279.88,
4187,1671,39,4,167.62,
4188,1671,28,5,272.15,
4189,1672,22,2,562.01,
4190,1672,15,1,154.61,0.15
4191,1672,51,4,168.58,0.0
4192,1673,25,5,358.98,
4193,1674,41,3,42.08,0.1
4194,1674,22,1,564.18,
4195,1674,14,5,257.01,
4196,1675,18,4,617.97,0.1
4197,1675,1,4,711.24,0.0
4198,1675,49,4,285.31,0.0
4199,1675,20,2,531.85,
4200,1676,51,4,189.13,0.0
4201,1676,58,3,116.0,0.15
4202,1677,5,4,675.68,0.2
4203,1677,49,5,320.49,0.15
4204,1677,30,4,94.91,0.15
4205,1678,31,4,196.16,0.1
4206,1679,58,4,111.92,
4207,1679,5,3,741.9,
4208,1680,44,2,697.53,0.1
4209,1681,10,4,636.83,0.05
4210,1681,15,4,167.67,0.2
4211,1682,21,4,725.63,0.2
4212,1682,11,5,152.36,0.0
4213,1682,49,1,317.52,0.15
4214,1682,40,3,635.92,
4215,1683,6,1,511.56,0.2
4216,1684,28,1,298.17,0.0
4217,1685,29,4,219.0,0.1
4218,1685,37,3,68.61,0.1
4219,1685,19,2,423.3,0.2
4220,1685,1,4,669.91,0.05
4221,1686,54,5,282.45,
4222,1686,37,3,62.01,0.1
4223,1686,21,3,716.39,0.15
4224,1686,12,2,121.91,0.15
4225,1687,32,5,451.14,0.0
4226,1687,38,1,214.42,
4227,1687,51,4,178.26,0.1
4228,1687,31,3,191.65,0.2
4229,1688,32,3,440.21,0.2
4230,1688,52,2,64.37,0.2
4231,1689,56,3,382.22,0.1
4232,1689,45,3,367.4,0.1
4233,1690,5,2,698.07,0.05
4234,1690,37,3,63.37,0.1
4235,1690,8,1,198.64,0.05
4236,1691,7,1,208.3,0.1
4237,1691,41,2,38.77,0.1
4238,1692,55,1,485.52,0.15
4239,1692,60,1,394.71,0.0
4240,1692,8,5,179.95,0.05
4241,1693,33,4,628.58,0.1
4242,1693,2,4,40.89,0.15
4243,1693,40,4,652.15,0.05
4244,1694,1,3,732.29,0.05
4245,1695,6,2,498.53,0.15
4246,1695,9,3,29.38,
4247,1695,43,3,246.57,0.05
4248,1696,18,1,573.02,0.1
4249,1697,30,3,91.71,0.1
4250,1698,48,4,522.12,0.15
4251,1698,58,5,111.98,0.1
4252,1698,6,3,513.22,
4253,1699,17,2,159.31,0.2
4254,1699,31,3,174.89,0.0
4255,1699,5,5,675.14,0.2
4256,1700,37,1,67.56,0.0
4257,1700,29,4,208.04,0.1
4258,1701,49,1,284.94,0.0
4259,1701,27,1,706.34,0.1
4260,1701,54,5,264.47,0.2
4261,1702,29,3,212.95,0.0
4262,1702,52,2,66.59,0.15
4263,1703,16,2,467.03,0.15
4264,1703,10,1,655.39,0.0
4265,1704,44,3,780.16,
4266,1704,29,4,228.87,0.05
4267,1704,28,3,280.95,
4268,1704,20,3,587.3,
4269,1705,45,3,347.15,0.2
4270,1706,31,4,174.02,0.2
4271,1706,48,4,543.92,0.15
4272,1707,31,5,190.52,
4273,1708,14,5,286.38,0.1
4274,1708,45,3,370.06,0.2
4275,1708,29,2,229.87,0.05
4276,1708,45,1,358.26,
4277,1709,39,5,150.71,0.2
4278,1709,55,3,540.17,0.0
4279,1710,59,5,764.29,0.05
4280,1710,3,3,524.08,0.1
4281,1711,6,5,534.17,0.15
4282,1712,52,3,70.18,0.05
4283,1712,28,4,291.4,0.1
4284,1712,43,2,225.87,0.0
4285,1713,24,1,249.24,0.2
4286,1713,51,2,175.39,0.1
4287,1714,58,2,114.87,0.0
4288,1714,33,1,677.14,0.15
4289,1714,45,4,375.25,
4290,1714,50,2,351.14,0.0
4291,1715,3,3,551.06,
4292,1715,9,3,26.86,0.05
4293,1715,43,1,223.32,0.1
4294,1715,11,1,142.77,0.05
4295,1716,51,5,165.65,0.2
4296,1717,30,1,96.23,0.0
4297,1717,32,5,400.41,
4298,1718,4,5,592.68,
4299,1719,11,4,157.27,0.05
4300,1719,22,4,528.89,0.1
4301,1720,26,1,803.94,0.15
4302,1720,9,4,28.1,0.05
4303,1721,48,5,545.76,0.05
4304,1721,19,1,380.94,0.15
4305,1721,12,2,115.56,0.15
4306,1721,23,4,505.07,
4307,1722,3,2,519.12,0.1
4308,1722,8,2,203.66,0.2
4309,1722,37,3,69.17,
4310,1722,29,2,212.67,0.05
4311,1723,44,4,718.39,
4312,1724,56,1,363.57,0.1
4313,1724,24,4,276.84,0.0
4314,1724,9,2,30.12,
4315,1724,21,5,638.0,0.15
4316,1725,45,1,371.78,0.05
4317,1725,32,4,434.27,0.2
4318,1725,6,2,474.67,0.15
4319,1726,12,4,123.33,
4320,1727,15,2,165.66,0.2
4321,1727,23,2,522.99,0.2
4322,1728,16,4,480.14,0.1
4323,1728,16,3,444.72,
4324,1728,15,2,152.02,0.1
4325,1729,45,5,370.84,0.05
4326,1729,45,3,371.03,0.0
4327,1729,14,5,268.46,0.0
4328,1729,19,2,420.69,
4329,1730,15,2,150.92,
4330,1730,11,4,152.68,0.0
4331,1730,59,5,740.92,
4332,1731,30,2,101.82,0.1
4333,1731,5,5,651.27,
4334,1731,46,3,558.57,0.2
4335,1731,16,3,425.38,0.2
4336,1732,27,2,705.23,0.0
4337,1732,55,1,489.12,0.15
4338,1733,12,5,114.91,0.0
4339,1734,5,3,726.11,
4340,1735,7,1,196.78,0.0
4341,1735,28,5,268.23,0.15
4342,1735,39,1,164.33,0.1
4343,1736,45,4,392.4,0.1
4344,1736,16,2,422.14,
4345,1736,39,4,158.53,0.0
4346,1737,16,4,480.22,0.05
4347,1738,5,2,709.4,
4348,1738,22,1,560.97,
4349,1738,34,4,791.93,0.05
4350,1738,44,1,772.48,0.15
4351,1739,50,3,336.51,0.05
4352,1739,41,5,40.28,0.2
4353,1740,27,1,655.7,0.15
4354,1740,48,3,495.94,0.2
4355,1740,31,4,198.39,0.1
4356,1740,39,1,166.48,
4357,1741,59,2,753.29,
4358,1741,41,2,37.92,0.0
4359,1741,34,4,730.94,0.05
4360,1742,60,3,386.45,0.05
4361,1742,14,1,259.08,0.1
4362,1742,41,2,41.89,
4363,1743,53,1,293.44,0.1
4364,1743,19,1,374.23,0.15
4365,1744,43,4,237.52,0.2
4366,1744,20,3,587.94,0.2
4367,1744,37,3,63.93,
4368,1744,49,4,280.46,0.0
4369,1745,5,3,718.49,0.2
4370,1746,13,1,19.91,0.05
4371,1746,21,5,675.73,
4372,1747,43,3,233.06,0.0
4373,1747,40,5,664.65,0.05
4374,1747,33,1,605.39,0.0
4375,1747,17,1,159.89,
4376,1748,52,1,73.52,
4377,1748,54,4,264.69,0.15
4378,1748,12,1,131.89,0.2
4379,1749,20,3,538.41,0.1
4380,1749,46,2,567.72,
4381,1749,53,2,309.12,
4382,1750,36,4,631.7,0.0
4383,1750,13,3,23.12,0.0
4384,1751,47,1,343.18,0.1
4385,1751,12,4,128.16,0.1
4386,1752,26,5,750.58,0.15
4387,1753,30,2,92.24,0.1
4388,1754,42,5,498.46,0.1
4389,1754,46,5,603.22,0.1
4390,1755,42,5,454.11,0.15
4391,1755,22,2,557.23,0.0
4392,1755,14,5,286.59,0.0
4393,1756,35,2,468.47,
4394,1756,30,4,98.4,0.05
4395,1756,16,4,443.65,0.2
4396,1756,52,4,68.57,0.05
4397,1757,48,2,532.97,0.15
4398,1757,37,5,66.94,0.2
4399,1757,25,3,341.69,0.1
4400,1757,52,4,65.93,
4401,1758,17,1,156.96,
4402,1758,15,1,146.93,0.05
4403,1759,55,5,543.29,
4404,1759,5,1,694.59,0.2
4405,1759,37,2,64.6,
4406,1760,25,5,357.8,
4407,1760,30,4,98.45,
4408,1760,20,3,563.35,0.0
4409,1761,3,5,526.07,0.2
4410,1762,11,5,150.53,
4411,1763,8,1,177.58,0.05
4412,1763,17,4,153.52,0.2
4413,1763,49,1,288.0,
4414,1763,34,1,796.71,0.2
4415,1764,41,2,40.29,0.0
4416,1764,56,1,368.47,0.0
4417,1764,16,1,444.29,
4418,1765,8,1,194.99,0.15
4419,1766,9,1,28.45,0.1
4420,1767,29,4,233.19,0.2
4421,1768,42,2,438.87,0.2
4422,1768,30,3,98.93,0.2
4423,1768,38,5,213.0,
4424,1769,45,2,394.61,0.2
4425,1769,12,1,120.53,0.0
4426,1769,40,4,726.76,
4427,1770,35,4,509.47,0.2
4428,1770,27,1,674.45,
4429,1770,29,1,223.43,0.0
4430,1770,4,4,599.23,0.0
4431,1771,25,5,373.43,0.1
4432,1771,59,4,740.27,0.15
4433,1772,2,1,43.38,
4434,1772,45,5,392.22,0.2
4435,1773,45,5,374.88,0.05
4436,1773,35,1,490.94,0.0
4437,1774,4,4,590.85,0.2
4438,1774,37,2,70.73,0.0
4439,1774,48,1,509.91,
4440,1775,13,2,21.54,0.0
4441,1776,1,4,636.25,
4442,1776,46,4,604.57,0.1
4443,1776,11,1,157.28,0.2
4444,1777,52,1,69.71,0.0
4445,1777,9,5,27.47,
4446,1778,48,4,540.09,
4447,1778,44,1,764.03,0.2
4448,1778,38,4,194.15,0.0
4449,1778,29,4,232.13,0.1
4450,1779,48,4,476.42,0.15
4451,1779,55,4,510.16,0.0
4452,1779,60,2,351.09,0.0
4453,1779,4,5,603.92,0.1
4454,1780,50,1,333.05,0.2
4455,1780,35,4,493.09,0.05
4456,1780,19,4,395.85,
4457,1781,43,1,236.61,0.05
4458,1781,47,3,379.5,0.1
4459,1782,55,5,559.82,0.05
4460,1782,2,2,41.36,
4461,1782,8,2,186.98,0.1
4462,1782,29,5,207.42,0.05
4463,1783,5,4,653.21,0.0
4464,1783,13,2,22.72,0.15
4465,1783,52,4,70.88,
4466,1784,29,3,214.8,0.0
4467,1784,27,5,682.9,0.15
4468,1784,24,2,275.69,0.1
4469,1784,9,3,28.23,0.15
4470,1785,50,2,372.87,0.15
4471,1785,55,4,552.31,0.05
4472,1785,51,1,179.1,0.15
4473,1785,26,2,792.7,0.0
4474,1786,31,1,180.08,0.15
4475,1786,41,5,40.2,
4476,1787,46,2,555.81,0.05
4477,1787,43,5,247.41,
4478,1788,19,4,371.62,
4479,1789,13,2,21.85,0.05
4480,1790,39,2,167.59,0.2
4481,1790,22,3,514.2,
4482,1790,28,1,276.73,0.1
4483,1791,49,3,285.81,0.2
4484,1791,49,4,312.91,
4485,1791,56,2,339.47,0.05
4486,1791,58,2,108.65,0.15
4487,1792,37,1,62.63,0.1
4488,1792,57,2,247.51,
4489,1792,45,2,374.56,0.0
4490,1792,3,1,513.64,
4491,1793,11,1,152.73,0.1
4492,1794,34,4,800.13,0.05
4493,1794,60,1,339.33,
4494,1795,18,4,621.41,0.2
4495,1796,40,1,673.89,0.2
4496,1796,27,3,653.15,0.05
4497,1796,23,3,508.16,0.15
4498,1796,28,2,297.49,
4499,1797,19,5,420.43,0.0
4500,1797,13,3,20.13,0.0
4501,1797,32,1,433.24,
4502,1798,55,2,528.26,0.2
4503,1798,1,2,638.86,
4504,1798,44,2,719.3,0.0
4505,1799,20,5,568.25,0.1
4506,1800,48,1,490.16,
4507,1800,37,5,65.23,0.15
4508,1800,8,1,194.72,0.05
4509,1801,37,2,61.61,0.15
4510,1801,14,4,282.23,
4511,1801,5,2,684.95,0.15
4512,1801,16,1,449.78,0.05
4513,1802,27,5,669.21,0.05
4514,1803,11,3,139.31,0.05
4515,1803,23,4,490.86,0.1
4516,1803,16,1,483.57,0.2
4517,1803,10,1,631.93,0.1
4518,1804,56,5,339.66,0.15
4519,1804,29,4,228.92,0.0
4520,1804,27,1,694.36,
4521,1805,40,4,723.61,0.15
4522,1805,14,5,253.88,0.2
4523,1805,47,3,362.88,0.05
4524,1805,46,4,622.99,0.2
4525,1806,47,1,392.37,0.1
4526,1806,57,2,281.1,0.15
4527,1806,36,3,580.99,
4528,1806,42,2,453.1,0.05
4529,1807,2,4,43.39,
4530,1807,38,4,194.84,0.15
4531,1808,29,1,224.51,0.2
4532,1808,32,1,428.62,0.05
4533,1809,32,1,436.57,0.1
4534,1809,12,5,125.26,0.1
4535,1809,22,2,550.99,0.15
4536,1810,48,2,492.43,0.1
4537,1810,25,4,331.18,0.15
4538,1810,19,1,413.79,0.2
4539,1811,40,5,719.67,0.0
4540,1812,42,5,488.6,0.0
4541,1812,14,3,293.75,
4542,1813,5,2,697.43,0.05
4543,1813,41,2,41.56,0.2
4544,1813,20,2,577.68,0.0
4545,1813,14,5,268.7,0.05
4546,1814,26,3,830.24,0.15
4547,1814,28,2,305.94,0.05
4548,1815,30,4,101.61,0.2
4549,1816,46,2,543.06,0.15
4550,1816,15,5,148.64,
4551,1816,17,3,148.11,0.0
4552,1817,27,5,683.22,0.0
4553,1817,39,2,152.75,0.05
4554,1817,53,3,320.93,0.0
4555,1817,50,4,358.65,0.1
4556,1818,5,3,672.45,0.15
4557,1819,51,4,175.52,0.0
4558,1820,5,5,671.01,0.0
4559,1820,50,5,361.85,
4560,1821,45,4,351.57,0.0
4561,1822,8,3,201.67,0.15
4562,1822,12,1,123.49,0.15
4563,1823,37,4,65.33,0.2
4564,1823,38,5,219.52,
4565,1823,59,1,742.7,0.15
4566,1823,18,5,643.03,0.05
4567,1824,4,5,685.21,0.05
4568,1824,42,2,495.17,
4569,1824,21,3,709.13,0.1
4570,1824,17,5,161.31,0.2
4571,1825,1,5,641.33,0.15
4572,1825,53,4,327.72,
4573,1826,14,1,288.23,0.15
4574,1826,30,5,91.6,0.05
4575,1826,31,5,197.96,0.05
4576,1826,23,4,553.62,0.0
4577,1827,54,2,264.97,0.05
4578,1828,31,3,186.07,
4579,1828,31,5,187.54,0.0
4580,1828,28,3,275.49,0.0
4581,1828,52,2,68.96,0.0
4582,1829,27,4,735.35,0.15
4583,1829,9,4,26.79,0.05
4584,1830,42,4,508.01,0.15
4585,1830,27,3,712.19,0.05
4586,1831,60,4,362.89,0.1
4587,1831,39,5,165.35,0.05
4588,1831,31,2,178.65,0.2
4589,1832,60,2,392.05,
4590,1832,18,5,639.37,0.15
4591,1832,4,4,637.43,
4592,1832,17,1,156.25,0.1
4593,1833,38,2,203.42,0.1
4594,1833,1,3,725.79,0.1
4595,1834,51,2,168.43,0.2
4596,1834,56,2,363.32,0.05
4597,1834,38,5,209.18,0.0
4598,1835,39,2,148.11,0.1
4599,1835,49,2,289.97,0.0
4600,1835,28,1,303.54,0.0
4601,1835,19,5,423.42,0.0
4602,1836,59,5,707.68,
4603,1836,38,4,207.29,
4604,1837,25,5,355.68,0.1
4605,1837,9,1,27.41,0.0
4606,1837,18,5,617.55,0.15
4607,1838,43,1,223.22,0.05
4608,1838,16,2,483.27,0.2
4609,1838,57,1,270.88,0.1
4610,1839,3,1,556.79,
4611,1839,7,1,214.58,
4612,1840,27,5,689.29,0.2
4613,1841,25,5,369.56,0.0
4614,1841,14,4,278.8,0.15
4615,1841,8,2,197.06,0.15
4616,1842,35,2,470.27,0.0
